  grantor  |  grantee  | table_catalog | table_schema |                 table_name                 | privilege_type | is_grantable | with_hierarchy 
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison_historique | TRIGGER        | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix_historique               | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix_historique               | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix_historique               | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_paix_historique               | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail                       | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail                       | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail                       | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail                       | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail_historique            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail_historique            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail_historique            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_travail_historique            | DELETE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_arborescence                   | TRIGGER        | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national                       | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national                       | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national                       | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national                       | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_item                  | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_item                  | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_item                  | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_item                  | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_section               | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_section               | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_section               | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_national_section               | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_niveau_national                | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_niveau_national                | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_niveau_national                | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | referentiel_niveau_national                | INSERT         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | referentiel_poste_type                     | INSERT         | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | relation_interinstitutionnelle             | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relation_interinstitutionnelle             | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relation_interinstitutionnelle             | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | relation_interinstitutionnelle             | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relation_type                              | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relation_type                              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relation_type                              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | relation_type                              | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relations                                  | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | relations                                  | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relations                                  | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | relations                                  | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | reorganisation_organisationnelle           | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | reorganisation_organisationnelle           | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | reorganisation_organisationnelle           | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | reorganisation_organisationnelle           | UPDATE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | rni_lien_hierarchique                      | INSERT         | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_modification                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_modification                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_modification                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_modification                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_relation                              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_relation                              | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_relation                              | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_relation                              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte                                 | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte                                 | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte                                 | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte                                 | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte_historique                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte_historique                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte_historique                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnsj_texte_historique                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_affectation                           | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_affectation                           | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_affectation                           | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_affectation                           | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_fonction                              | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_fonction                              | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_fonction                              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_fonction                              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_hierarchie                            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_hierarchie                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_hierarchie                            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_hierarchie                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_historique                            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_historique                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_historique                            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_historique                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele                                | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele                                | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele                                | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele                                | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_historique                     | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_historique                     | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_historique                     | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_historique                     | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_poste                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_poste                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_poste                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_poste                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_unite                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_unite                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_unite                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_modele_unite                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_poste                                 | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_poste                                 | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_poste                                 | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_poste                                 | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_regle                                 | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_regle                                 | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_regle                                 | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_regle                                 | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_structure                             | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_structure                             | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_structure                             | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_structure                             | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_poste                            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_poste                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_poste                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_poste                            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_structure                        | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_structure                        | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_structure                        | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | rnso_type_structure                        | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | role                                       | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | role                                       | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role                                       | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role                                       | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role_metier                                | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | role_metier                                | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role_metier                                | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role_metier                                | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role_permission                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role_permission                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | role_permission                            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | role_permission                            | UPDATE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | service_public                             | UPDATE         | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | session_utilisateur                        | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | session_utilisateur                        | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | session_utilisateur                        | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | session_utilisateur                        | UPDATE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | signalement_sanitaire                      | SELECT         | YES          | YES
 postgres  | pngie_app | pngie_rdc     | public       | signature_electronique                     | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | signature_electronique                     | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | signature_electronique                     | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | signature_electronique                     | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | type_document                              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | type_document                              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | type_document                              | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | type_document                              | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | unite_organisationnelle                    | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | unite_organisationnelle                    | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | unite_organisationnelle                    | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | unite_organisationnelle                    | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | validation                                 | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | validation                                 | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | validation                                 | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | validation                                 | SELECT         | NO           | YES
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | verification                               | DELETE         | YES          | NO
(770 lignes)

